Date,Price,Open,High,Low,Change
2/8/2011,6.5545,6.5626,6.5626,6.5545,-0.12%
2/9/2011,6.5902,6.5545,6.5902,6.5545,0.54%
2/10/2011,6.5845,6.5902,6.5902,6.5845,-0.09%
2/11/2011,6.5898,6.5845,6.5898,6.5845,0.08%
2/14/2011,6.5953,6.5898,6.5953,6.5898,0.08%
2/15/2011,6.5914,6.5953,6.5953,6.5914,-0.06%
2/16/2011,6.5886,6.5914,6.5914,6.5886,-0.04%
2/17/2011,6.5837,6.5886,6.5886,6.5837,-0.07%
2/18/2011,6.5755,6.5837,6.5837,6.5755,-0.12%
2/21/2011,6.5699,6.5755,6.5755,6.5699,-0.09%
2/22/2011,6.579,6.5699,6.579,6.5699,0.14%
2/23/2011,6.576,6.579,6.579,6.576,-0.05%
2/24/2011,6.5745,6.576,6.5775,6.5745,-0.02%
2/25/2011,6.573,6.5745,6.5761,6.573,-0.02%
2/28/2011,6.5695,6.573,6.5739,6.5695,-0.05%
3/1/2011,6.571,6.5695,6.571,6.5695,0.02%
3/2/2011,6.5727,6.571,6.5727,6.571,0.03%
3/3/2011,6.5724,6.5727,6.5727,6.5724,0.00%
3/4/2011,6.569,6.5724,6.5724,6.569,-0.05%
3/7/2011,6.5565,6.569,6.569,6.5565,-0.19%
3/8/2011,6.5673,6.5565,6.5673,6.5565,0.16%
3/9/2011,6.5605,6.5673,6.5696,6.5605,-0.10%
3/10/2011,6.5733,6.5605,6.5733,6.5605,0.20%
3/11/2011,6.5755,6.5733,6.5755,6.5733,0.03%
3/14/2011,6.5704,6.5755,6.5755,6.5704,-0.08%
3/15/2011,6.5724,6.5704,6.5724,6.5704,0.03%
3/16/2011,6.5716,6.5724,6.5724,6.5716,-0.01%
3/17/2011,6.5772,6.5716,6.5772,6.5716,0.09%
3/18/2011,6.5694,6.5772,6.5772,6.5694,-0.12%
3/21/2011,6.565,6.5694,6.5694,6.565,-0.07%
3/22/2011,6.5525,6.565,6.565,6.5525,-0.19%
3/23/2011,6.558,6.5525,6.558,6.5525,0.08%
3/24/2011,6.5605,6.558,6.5605,6.558,0.04%
3/25/2011,6.56,6.5605,6.5605,6.56,-0.01%
3/28/2011,6.5645,6.56,6.5645,6.56,0.07%
3/29/2011,6.5629,6.5645,6.5645,6.5629,-0.02%
3/30/2011,6.5629,6.5629,6.5629,6.5586,0.00%
3/31/2011,6.5455,6.5629,6.5629,6.5455,-0.27%
4/1/2011,6.5492,6.5455,6.5492,6.5455,0.06%
4/4/2011,6.54,6.5492,6.5492,6.54,-0.14%
4/5/2011,6.5405,6.54,6.5405,6.54,0.01%
4/6/2011,6.5458,6.5405,6.5458,6.5405,0.08%
4/7/2011,6.5444,6.5458,6.5458,6.5444,-0.02%
4/8/2011,6.5364,6.5444,6.5444,6.5364,-0.12%
4/11/2011,6.5375,6.5364,6.5375,6.5364,0.02%
4/12/2011,6.5417,6.5375,6.5417,6.5375,0.06%
4/13/2011,6.5337,6.5417,6.5417,6.5337,-0.12%
4/14/2011,6.5295,6.5337,6.5337,6.5295,-0.06%
4/15/2011,6.5304,6.5295,6.5304,6.5295,0.01%
4/18/2011,6.5289,6.5304,6.5304,6.5289,-0.02%
4/19/2011,6.5323,6.5289,6.5323,6.5289,0.05%
4/20/2011,6.5252,6.5323,6.5323,6.5252,-0.11%
4/21/2011,6.494,6.5252,6.5252,6.494,-0.48%
4/22/2011,6.494,6.494,6.494,6.494,0.00%
4/25/2011,6.494,6.494,6.494,6.494,0.00%
4/26/2011,6.5279,6.494,6.5279,6.494,0.52%
4/27/2011,6.5118,6.5279,6.5279,6.5118,-0.25%
4/28/2011,6.5018,6.5118,6.5118,6.5018,-0.15%
4/29/2011,6.491,6.5018,6.5018,6.491,-0.17%
5/2/2011,6.4925,6.4914,6.4925,6.49,0.02%
5/3/2011,6.504,6.4925,6.504,6.4925,0.18%
5/4/2011,6.4938,6.504,6.504,6.4938,-0.16%
5/5/2011,6.4941,6.4938,6.4941,6.4938,0.00%
5/6/2011,6.4932,6.4941,6.4961,6.4932,-0.01%
5/9/2011,6.494,6.4925,6.494,6.4925,0.01%
5/10/2011,6.4917,6.494,6.4943,6.4917,-0.04%
5/11/2011,6.4938,6.4917,6.4938,6.4917,0.03%
5/12/2011,6.499,6.4938,6.499,6.4938,0.08%
5/13/2011,6.4985,6.499,6.4996,6.4985,-0.01%
5/16/2011,6.5087,6.4965,6.5087,6.4965,0.16%
5/17/2011,6.506,6.5087,6.5087,6.506,-0.04%
5/18/2011,6.506,6.506,6.506,6.5033,0.00%
5/19/2011,6.505,6.506,6.506,6.505,-0.02%
5/20/2011,6.493,6.505,6.505,6.493,-0.18%
5/23/2011,6.505,6.4942,6.505,6.4942,0.18%
5/24/2011,6.4985,6.505,6.505,6.4985,-0.10%
5/25/2011,6.494,6.4985,6.4985,6.494,-0.07%
5/26/2011,6.4905,6.494,6.494,6.4905,-0.05%
5/27/2011,6.493,6.4905,6.493,6.4905,0.04%
5/30/2011,6.4838,6.4912,6.4912,6.4838,-0.14%
5/31/2011,6.4795,6.4838,6.4865,6.4795,-0.07%
6/1/2011,6.479,6.4795,6.4795,6.479,-0.01%
6/2/2011,6.4833,6.479,6.4833,6.4785,0.07%
6/3/2011,6.4793,6.4833,6.4833,6.4793,-0.06%
6/6/2011,6.4793,6.4798,6.4798,6.4793,0.00%
6/7/2011,6.482,6.4793,6.482,6.4793,0.04%
6/8/2011,6.475,6.482,6.482,6.475,-0.11%
6/9/2011,6.477,6.475,6.477,6.475,0.03%
6/10/2011,6.4823,6.477,6.4823,6.4769,0.08%
6/13/2011,6.484,6.4823,6.484,6.4823,0.03%
6/14/2011,6.4797,6.484,6.4853,6.4797,-0.07%
6/15/2011,6.4822,6.4797,6.4822,6.4797,0.04%
6/16/2011,6.475,6.4822,6.4825,6.475,-0.11%
6/17/2011,6.471,6.475,6.475,6.471,-0.06%
6/20/2011,6.4785,6.472,6.4785,6.472,0.12%
6/21/2011,6.467,6.4785,6.4785,6.467,-0.18%
6/22/2011,6.4631,6.467,6.467,6.4631,-0.06%
6/23/2011,6.468,6.4631,6.468,6.4631,0.08%
6/24/2011,6.4739,6.468,6.4739,6.468,0.09%
6/27/2011,6.4825,6.4739,6.4825,6.4739,0.13%
6/28/2011,6.4695,6.4825,6.4825,6.4695,-0.20%
6/29/2011,6.4635,6.4695,6.4695,6.4635,-0.09%
6/30/2011,6.4642,6.4635,6.4642,6.463,0.01%
7/1/2011,6.466,6.4642,6.466,6.4639,0.03%
7/4/2011,6.4609,6.4653,6.4653,6.4609,-0.08%
7/5/2011,6.467,6.4609,6.4685,6.4609,0.09%
7/6/2011,6.468,6.467,6.468,6.4659,0.02%
7/7/2011,6.466,6.468,6.468,6.466,-0.03%
7/8/2011,6.4645,6.466,6.4662,6.4645,-0.02%
7/11/2011,6.4683,6.4662,6.4683,6.4656,0.06%
7/12/2011,6.4622,6.4683,6.4692,6.4622,-0.09%
7/13/2011,6.4992,6.4622,6.4992,6.4592,0.57%
7/14/2011,6.4351,6.4992,6.5016,6.4351,-0.99%
7/15/2011,6.4354,6.4351,6.4354,6.4349,0.00%
7/18/2011,6.469,6.462,6.469,6.462,0.52%
7/19/2011,6.4649,6.469,6.469,6.4649,-0.06%
7/20/2011,6.4567,6.4649,6.4649,6.4567,-0.13%
7/21/2011,6.4535,6.4567,6.4567,6.4535,-0.05%
7/22/2011,6.4474,6.4535,6.4535,6.4474,-0.09%
7/25/2011,6.4455,6.4466,6.4476,6.4455,-0.03%
7/26/2011,6.4385,6.4455,6.4455,6.4385,-0.11%
7/27/2011,6.4436,6.4385,6.4436,6.4385,0.08%
7/28/2011,6.444,6.4436,6.444,6.4425,0.01%
7/29/2011,6.437,6.444,6.444,6.437,-0.11%
8/1/2011,6.4356,6.4387,6.4387,6.4356,-0.02%
8/2/2011,6.4392,6.4356,6.4392,6.4356,0.06%
8/3/2011,6.437,6.4392,6.44,6.437,-0.03%
8/4/2011,6.4378,6.437,6.4378,6.437,0.01%
8/5/2011,6.4407,6.4378,6.4407,6.4378,0.05%
8/8/2011,6.4353,6.4407,6.4407,6.4353,-0.08%
8/9/2011,6.431,6.4353,6.4372,6.431,-0.07%
8/10/2011,6.4177,6.431,6.431,6.4177,-0.21%
8/11/2011,6.3922,6.4177,6.4177,6.3922,-0.40%
8/12/2011,6.3913,6.3922,6.3943,6.3913,-0.01%
8/15/2011,6.3903,6.3913,6.3913,6.3903,-0.02%
8/16/2011,6.3836,6.3903,6.3903,6.3836,-0.10%
8/17/2011,6.3878,6.3836,6.3878,6.3836,0.07%
8/18/2011,6.3883,6.3878,6.3883,6.3872,0.01%
8/19/2011,6.3915,6.3883,6.3915,6.3883,0.05%
8/22/2011,6.4005,6.392,6.4005,6.392,0.14%
8/23/2011,6.396,6.4005,6.4005,6.396,-0.07%
8/24/2011,6.3885,6.396,6.396,6.3885,-0.12%
8/25/2011,6.391,6.3885,6.391,6.3885,0.04%
8/26/2011,6.387,6.391,6.391,6.387,-0.06%
8/29/2011,6.367,6.3862,6.3862,6.367,-0.31%
8/30/2011,6.3808,6.367,6.3808,6.367,0.22%
8/31/2011,6.379,6.3808,6.3808,6.379,-0.03%
9/1/2011,6.3815,6.379,6.3815,6.3786,0.04%
9/2/2011,6.383,6.3815,6.383,6.3815,0.02%
9/5/2011,6.3877,6.3815,6.3877,6.3815,0.07%
9/6/2011,6.3905,6.3877,6.3905,6.3877,0.04%
9/7/2011,6.393,6.3905,6.393,6.3903,0.04%
9/8/2011,6.3822,6.393,6.393,6.3822,-0.17%
9/9/2011,6.3883,6.3822,6.3883,6.3822,0.10%
9/12/2011,6.403,6.3876,6.403,6.3876,0.23%
9/13/2011,6.399,6.403,6.403,6.399,-0.06%
9/14/2011,6.397,6.399,6.399,6.397,-0.03%
9/15/2011,6.389,6.397,6.397,6.389,-0.13%
9/16/2011,6.383,6.389,6.389,6.383,-0.09%
9/19/2011,6.3905,6.383,6.3905,6.383,0.12%
9/20/2011,6.384,6.3905,6.3905,6.384,-0.10%
9/21/2011,6.3821,6.384,6.384,6.3821,-0.03%
9/22/2011,6.3905,6.3821,6.3905,6.3821,0.13%
9/23/2011,6.3901,6.3905,6.3939,6.3901,-0.01%
9/26/2011,6.402,6.3901,6.402,6.3874,0.19%
9/27/2011,6.3982,6.402,6.402,6.3982,-0.06%
9/28/2011,6.394,6.3982,6.3982,6.394,-0.07%
9/29/2011,6.3975,6.394,6.3975,6.394,0.05%
9/30/2011,6.3863,6.3975,6.3975,6.3863,-0.18%
10/3/2011,6.396,6.3863,6.396,6.375,0.15%
10/4/2011,6.375,6.396,6.396,6.375,-0.33%
10/5/2011,6.375,6.375,6.3795,6.375,0.00%
10/6/2011,6.379,6.375,6.379,6.375,0.06%
10/7/2011,6.358,6.379,6.379,6.358,-0.33%
10/10/2011,6.3485,6.375,6.375,6.3485,-0.15%
10/11/2011,6.3755,6.3485,6.3755,6.3485,0.43%
10/12/2011,6.3595,6.3755,6.3755,6.3595,-0.25%
10/13/2011,6.383,6.3595,6.383,6.3595,0.37%
10/14/2011,6.379,6.383,6.383,6.379,-0.06%
10/17/2011,6.3705,6.3808,6.3808,6.3705,-0.13%
10/18/2011,6.384,6.3705,6.384,6.3705,0.21%
10/19/2011,6.3815,6.384,6.384,6.3815,-0.04%
10/20/2011,6.3827,6.3815,6.3827,6.3797,0.02%
10/21/2011,6.384,6.3827,6.384,6.3805,0.02%
10/24/2011,6.379,6.3835,6.3835,6.379,-0.08%
10/25/2011,6.367,6.379,6.379,6.367,-0.19%
10/26/2011,6.3545,6.367,6.367,6.3545,-0.20%
10/27/2011,6.3615,6.3545,6.3615,6.3537,0.11%
10/28/2011,6.364,6.3615,6.364,6.3588,0.04%
10/31/2011,6.3552,6.3588,6.3588,6.3552,-0.14%
11/1/2011,6.3563,6.3552,6.3563,6.3552,0.02%
11/2/2011,6.3571,6.3563,6.3571,6.352,0.01%
11/3/2011,6.3498,6.3571,6.3571,6.3498,-0.11%
11/4/2011,6.341,6.3498,6.3498,6.341,-0.14%
11/7/2011,6.351,6.3403,6.351,6.3403,0.16%
11/8/2011,6.348,6.351,6.351,6.348,-0.05%
11/9/2011,6.3445,6.348,6.348,6.3445,-0.06%
11/10/2011,6.3492,6.3445,6.3492,6.3445,0.07%
11/11/2011,6.3428,6.3492,6.3492,6.3428,-0.10%
11/14/2011,6.3555,6.3428,6.3555,6.3419,0.20%
11/15/2011,6.3468,6.3555,6.3555,6.3468,-0.14%
11/16/2011,6.3455,6.3468,6.3487,6.3455,-0.02%
11/17/2011,6.3509,6.3455,6.3509,6.3455,0.09%
11/18/2011,6.3576,6.3509,6.3576,6.3509,0.11%
11/21/2011,6.3611,6.3576,6.3611,6.3547,0.06%
11/22/2011,6.3617,6.3611,6.3617,6.3611,0.01%
11/23/2011,6.3575,6.3617,6.3617,6.3575,-0.07%
11/24/2011,6.3625,6.3575,6.3625,6.3575,0.08%
11/25/2011,6.3822,6.3625,6.3822,6.3625,0.31%
11/28/2011,6.3864,6.3822,6.3864,6.38,0.07%
11/29/2011,6.3751,6.3864,6.3864,6.3751,-0.18%
11/30/2011,6.3788,6.3751,6.3788,6.3749,0.06%
12/1/2011,6.371,6.3788,6.3788,6.371,-0.12%
12/2/2011,6.35,6.371,6.371,6.35,-0.33%
12/5/2011,6.341,6.3625,6.3636,6.341,-0.14%
12/6/2011,6.335,6.341,6.3668,6.335,-0.09%
12/7/2011,6.369,6.335,6.369,6.335,0.54%
12/8/2011,6.356,6.369,6.369,6.356,-0.20%
12/9/2011,6.336,6.356,6.371,6.336,-0.31%
12/12/2011,6.3618,6.3645,6.3645,6.3618,0.41%
12/13/2011,6.3623,6.3618,6.3671,6.3608,0.01%
12/14/2011,6.372,6.3623,6.372,6.3623,0.15%
12/15/2011,6.374,6.372,6.374,6.372,0.03%
12/16/2011,6.335,6.374,6.374,6.335,-0.61%
12/19/2011,6.302,6.3485,6.3491,6.302,-0.52%
12/20/2011,6.348,6.302,6.348,6.302,0.73%
12/21/2011,6.3412,6.348,6.348,6.3412,-0.11%
12/22/2011,6.323,6.3412,6.3412,6.323,-0.29%
12/23/2011,6.341,6.323,6.341,6.323,0.28%
12/26/2011,6.3374,6.3374,6.3374,6.3374,-0.06%
12/27/2011,6.321,6.3374,6.3374,6.321,-0.26%
12/28/2011,6.318,6.321,6.323,6.318,-0.05%
12/29/2011,6.319,6.318,6.319,6.316,0.02%
12/30/2011,6.3035,6.319,6.319,6.3035,-0.25%
1/2/2012,6.294,6.295,6.295,6.294,-0.15%
1/3/2012,6.298,6.294,6.298,6.294,0.06%
1/4/2012,6.2965,6.298,6.298,6.2965,-0.02%
1/5/2012,6.3092,6.2965,6.3092,6.2926,0.20%
1/6/2012,6.316,6.3092,6.316,6.3024,0.11%
1/9/2012,6.314,6.3094,6.3153,6.3094,-0.03%
1/10/2012,6.313,6.314,6.3145,6.3113,-0.02%
1/11/2012,6.317,6.313,6.3199,6.313,0.06%
1/12/2012,6.3188,6.317,6.3211,6.3167,0.03%
1/13/2012,6.3164,6.3188,6.3193,6.306,-0.04%
1/16/2012,6.3161,6.306,6.3163,6.306,0.00%
1/17/2012,6.318,6.3161,6.318,6.312,0.03%
1/18/2012,6.3115,6.318,6.318,6.311,-0.10%
1/19/2012,6.3172,6.3115,6.3204,6.298,0.09%
1/20/2012,6.334,6.3172,6.3346,6.3172,0.27%
1/23/2012,6.315,6.3346,6.3346,6.315,-0.30%
1/24/2012,6.323,6.315,6.334,6.315,0.13%
1/25/2012,6.3145,6.323,6.334,6.3145,-0.13%
1/26/2012,6.3145,6.3145,6.334,6.3145,0.00%
1/27/2012,6.315,6.3145,6.334,6.3145,0.01%
1/30/2012,6.3146,6.334,6.338,6.3089,-0.01%
1/31/2012,6.3096,6.3146,6.3198,6.3077,-0.08%
2/1/2012,6.3078,6.3096,6.3096,6.3038,-0.03%
2/2/2012,6.3052,6.3078,6.3081,6.2987,-0.04%
2/3/2012,6.3069,6.3052,6.3079,6.303,0.03%
2/6/2012,6.3125,6.3056,6.3138,6.3046,0.09%
2/7/2012,6.3095,6.3125,6.3132,6.3069,-0.05%
2/8/2012,6.2994,6.3095,6.3095,6.2952,-0.16%
2/9/2012,6.2964,6.2994,6.3013,6.2951,-0.05%
2/10/2012,6.2943,6.2964,6.2982,6.2899,-0.03%
2/13/2012,6.2972,6.2949,6.3055,6.294,0.05%
2/14/2012,6.2995,6.296,6.3017,6.296,0.04%
2/15/2012,6.2998,6.299,6.3023,6.2978,0.00%
2/16/2012,6.3014,6.2999,6.3047,6.2988,0.03%
2/17/2012,6.2985,6.3012,6.3015,6.2955,-0.05%
2/20/2012,6.3013,6.2986,6.3021,6.2916,0.04%
2/21/2012,6.296,6.3014,6.3037,6.2954,-0.08%
2/22/2012,6.296,6.2963,6.2993,6.2942,0.00%
2/23/2012,6.298,6.295,6.3018,6.295,0.03%
2/24/2012,6.2976,6.2983,6.2998,6.2939,-0.01%
2/27/2012,6.3012,6.2978,6.3026,6.2953,0.06%
2/28/2012,6.2989,6.3015,6.3015,6.2947,-0.04%
2/29/2012,6.2935,6.2985,6.299,6.2907,-0.09%
3/1/2012,6.3001,6.2935,6.3008,6.2935,0.10%
3/2/2012,6.298,6.3,6.3005,6.296,-0.03%
3/5/2012,6.3066,6.2976,6.3074,6.2976,0.14%
3/6/2012,6.3078,6.307,6.3105,6.3065,0.02%
3/7/2012,6.3097,6.3116,6.3175,6.3088,0.03%
3/8/2012,6.3159,6.3097,6.3162,6.3094,0.10%
3/9/2012,6.3102,6.316,6.316,6.3044,-0.09%
3/12/2012,6.3258,6.3192,6.327,6.3188,0.25%
3/13/2012,6.3266,6.3245,6.3277,6.32,0.01%
3/14/2012,6.3314,6.327,6.3466,6.3266,0.08%
3/15/2012,6.3281,6.331,6.3354,6.3279,-0.05%
3/16/2012,6.322,6.3283,6.3283,6.3173,-0.10%
3/19/2012,6.3227,6.322,6.3232,6.307,0.01%
3/20/2012,6.3243,6.3215,6.327,6.3101,0.03%
3/21/2012,6.3228,6.3237,6.3278,6.3205,-0.02%
3/22/2012,6.2997,6.313,6.3202,6.2982,-0.37%
3/23/2012,6.3061,6.2995,6.307,6.284,0.10%
3/26/2012,6.3151,6.3035,6.3151,6.296,0.14%
3/27/2012,6.3065,6.314,6.3143,6.3021,-0.14%
3/28/2012,6.3053,6.306,6.3103,6.304,-0.02%
3/29/2012,6.3059,6.3045,6.3104,6.3045,0.01%
3/30/2012,6.298,6.3057,6.3057,6.2972,-0.13%
4/2/2012,6.2984,6.2975,6.2984,6.2975,0.01%
4/3/2012,6.298,6.2975,6.298,6.2975,-0.01%
4/4/2012,6.2972,6.2962,6.3011,6.2945,-0.01%
4/5/2012,6.3135,6.2998,6.3135,6.2998,0.26%
4/6/2012,6.3072,6.3121,6.3191,6.304,-0.10%
4/9/2012,6.3089,6.3054,6.3107,6.3017,0.03%
4/10/2012,6.311,6.308,6.3123,6.3059,0.03%
4/11/2012,6.309,6.306,6.3104,6.306,-0.03%
4/12/2012,6.3073,6.3075,6.3087,6.3005,-0.03%
4/13/2012,6.3035,6.3065,6.3065,6.2949,-0.06%
4/16/2012,6.3157,6.3022,6.3265,6.3021,0.19%
4/17/2012,6.3022,6.3149,6.3149,6.2927,-0.21%
4/18/2012,6.304,6.3015,6.3085,6.301,0.03%
4/19/2012,6.3038,6.3029,6.3084,6.3025,0.00%
4/20/2012,6.3086,6.3037,6.3102,6.3034,0.08%
4/23/2012,6.3088,6.3085,6.31,6.3025,0.00%
4/24/2012,6.3074,6.3085,6.3116,6.3063,-0.02%
4/25/2012,6.305,6.3073,6.3073,6.302,-0.04%
4/26/2012,6.3057,6.304,6.3062,6.2942,0.01%
4/27/2012,6.3099,6.3055,6.3119,6.302,0.07%
4/30/2012,6.3099,6.3094,6.3099,6.3094,0.00%
5/1/2012,6.3099,6.3089,6.3099,6.3089,0.00%
5/2/2012,6.308,6.3085,6.3093,6.2944,-0.03%
5/3/2012,6.3053,6.3075,6.3096,6.3013,-0.04%
5/4/2012,6.306,6.3049,6.307,6.3028,0.01%
5/7/2012,6.3078,6.3059,6.3141,6.3055,0.03%
5/8/2012,6.3079,6.3075,6.3085,6.3059,0.00%
5/9/2012,6.3101,6.3077,6.3111,6.3072,0.03%
5/10/2012,6.3143,6.3095,6.3143,6.3095,0.07%
5/11/2012,6.3102,6.3139,6.3186,6.3097,-0.06%
5/14/2012,6.3213,6.31,6.3214,6.3097,0.18%
5/15/2012,6.3179,6.321,6.3265,6.3153,-0.05%
5/16/2012,6.3224,6.3177,6.3275,6.3177,0.07%
5/17/2012,6.326,6.321,6.326,6.3182,0.06%
5/18/2012,6.3282,6.3251,6.33,6.3237,0.03%
5/21/2012,6.328,6.3279,6.3284,6.321,0.00%
5/22/2012,6.3229,6.323,6.3264,6.3194,-0.08%
5/23/2012,6.3348,6.3228,6.3348,6.3228,0.19%
5/24/2012,6.3449,6.3345,6.3459,6.3343,0.16%
5/25/2012,6.3441,6.3444,6.3521,6.3432,-0.01%
5/28/2012,6.3452,6.3438,6.3452,6.3403,0.02%
5/29/2012,6.3483,6.3445,6.3492,6.3445,0.05%
5/30/2012,6.3579,6.348,6.3583,6.348,0.15%
5/31/2012,6.3688,6.3575,6.3778,6.3575,0.17%
6/1/2012,6.3695,6.3685,6.3721,6.3654,0.01%
6/4/2012,6.3643,6.3685,6.369,6.3632,-0.08%
6/5/2012,6.3675,6.36,6.3675,6.3579,0.05%
6/6/2012,6.3642,6.3665,6.3677,6.3607,-0.05%
6/7/2012,6.3637,6.3634,6.3637,6.3558,-0.01%
6/8/2012,6.3702,6.3635,6.3706,6.3629,0.10%
6/11/2012,6.3692,6.3695,6.37,6.3653,-0.02%
6/12/2012,6.3705,6.3689,6.3778,6.3679,0.02%
6/13/2012,6.369,6.3704,6.3726,6.3678,-0.02%
6/14/2012,6.3705,6.369,6.3708,6.3661,0.02%
6/15/2012,6.3656,6.3703,6.3703,6.3611,-0.08%
6/18/2012,6.3572,6.3651,6.3651,6.3518,-0.13%
6/19/2012,6.3547,6.357,6.3575,6.354,-0.04%
6/20/2012,6.3598,6.3545,6.3601,6.3536,0.08%
6/21/2012,6.3649,6.3598,6.3651,6.3594,0.08%
6/22/2012,6.3649,6.3644,6.3649,6.3644,0.00%
6/25/2012,6.3633,6.3642,6.3785,6.3593,-0.03%
6/26/2012,6.3629,6.3633,6.3666,6.3609,-0.01%
6/27/2012,6.357,6.3624,6.368,6.3561,-0.09%
6/28/2012,6.3575,6.3554,6.3638,6.353,0.01%
6/29/2012,6.3537,6.3569,6.3613,6.3518,-0.06%
7/2/2012,6.3487,6.3533,6.3533,6.3458,-0.08%
7/3/2012,6.3524,6.3485,6.3537,6.3479,0.06%
7/4/2012,6.3477,6.3522,6.3522,6.3451,-0.07%
7/5/2012,6.356,6.3472,6.356,6.3472,0.13%
7/6/2012,6.3644,6.3559,6.3677,6.3558,0.13%
7/9/2012,6.3714,6.3639,6.3739,6.3639,0.11%
7/10/2012,6.3659,6.371,6.371,6.3631,-0.09%
7/11/2012,6.3684,6.3657,6.3686,6.3646,0.04%
7/12/2012,6.3735,6.368,6.3745,6.3677,0.08%
7/13/2012,6.3792,6.3738,6.3816,6.3738,0.09%
7/16/2012,6.3786,6.3789,6.3789,6.3743,-0.01%
7/17/2012,6.3728,6.3785,6.3785,6.3709,-0.09%
7/18/2012,6.3694,6.3725,6.3731,6.3676,-0.05%
7/19/2012,6.3729,6.3691,6.374,6.3684,0.05%
7/20/2012,6.3737,6.3727,6.3739,6.3693,0.01%
7/23/2012,6.3861,6.3734,6.3886,6.373,0.19%
7/24/2012,6.386,6.3857,6.3929,6.3822,0.00%
7/25/2012,6.3885,6.3933,6.3963,6.3875,0.04%
7/26/2012,6.3842,6.388,6.388,6.3814,-0.07%
7/27/2012,6.3808,6.384,6.384,6.3762,-0.05%
7/30/2012,6.3795,6.3807,6.3807,6.3761,-0.02%
7/31/2012,6.362,6.3793,6.3809,6.3558,-0.27%
8/1/2012,6.3685,6.361,6.3715,6.3605,0.10%
8/2/2012,6.3674,6.3684,6.3774,6.3628,-0.02%
8/3/2012,6.3724,6.3671,6.3751,6.3671,0.08%
8/6/2012,6.374,6.372,6.374,6.3647,0.03%
8/7/2012,6.3666,6.3737,6.3738,6.365,-0.12%
8/8/2012,6.362,6.3664,6.3684,6.359,-0.07%
8/9/2012,6.3593,6.3611,6.3617,6.3493,-0.04%
8/10/2012,6.3604,6.359,6.3662,6.3566,0.02%
8/13/2012,6.3617,6.3599,6.3617,6.3553,0.02%
8/14/2012,6.3588,6.3614,6.364,6.3575,-0.05%
8/15/2012,6.3622,6.3581,6.3646,6.3581,0.05%
8/16/2012,6.3659,6.3615,6.3689,6.3615,0.06%
8/17/2012,6.3583,6.3659,6.3659,6.355,-0.12%
8/20/2012,6.3593,6.3579,6.3625,6.3566,0.02%
8/21/2012,6.356,6.3567,6.3589,6.3549,-0.05%
8/22/2012,6.3517,6.3515,6.3543,6.35,-0.07%
8/23/2012,6.3539,6.3515,6.3539,6.3482,0.03%
8/24/2012,6.3547,6.3508,6.3567,6.3508,0.01%
8/27/2012,6.3568,6.3545,6.3589,6.3545,0.03%
8/28/2012,6.353,6.3567,6.3592,6.3515,-0.06%
8/29/2012,6.3514,6.3526,6.3528,6.3437,-0.03%
8/30/2012,6.3498,6.3513,6.3555,6.3466,-0.03%
8/31/2012,6.3485,6.3495,6.3515,6.3461,-0.02%
9/3/2012,6.3404,6.3477,6.349,6.338,-0.13%
9/4/2012,6.347,6.3402,6.3472,6.3353,0.10%
9/5/2012,6.3494,6.3468,6.3542,6.3466,0.04%
9/6/2012,6.343,6.3458,6.3474,6.341,-0.10%
9/7/2012,6.3429,6.3397,6.3446,6.339,0.00%
9/10/2012,6.3379,6.3427,6.3428,6.3331,-0.08%
9/11/2012,6.3351,6.3375,6.3439,6.329,-0.04%
9/12/2012,6.3266,6.3349,6.3349,6.3223,-0.13%
9/13/2012,6.3297,6.3263,6.3322,6.3245,0.05%
9/14/2012,6.3149,6.3294,6.3294,6.3144,-0.23%
9/17/2012,6.3175,6.314,6.3175,6.3109,0.04%
9/18/2012,6.3189,6.3173,6.3233,6.3165,0.02%
9/19/2012,6.3093,6.3184,6.3207,6.3081,-0.15%
9/20/2012,6.3038,6.3085,6.3085,6.294,-0.09%
9/21/2012,6.3053,6.3033,6.3096,6.3027,0.02%
9/24/2012,6.3093,6.3046,6.3097,6.2986,0.06%
9/25/2012,6.3062,6.3088,6.311,6.3014,-0.05%
9/26/2012,6.302,6.3058,6.308,6.3005,-0.07%
9/27/2012,6.3023,6.3017,6.3082,6.3005,0.00%
9/28/2012,6.2845,6.3021,6.3021,6.2833,-0.28%
10/1/2012,6.2845,6.284,6.2845,6.284,0.00%
10/2/2012,6.3252,6.2858,6.3253,6.2845,0.65%
10/3/2012,6.3235,6.3252,6.3314,6.2845,-0.03%
10/4/2012,6.3236,6.3235,6.3236,6.2845,0.00%
10/5/2012,6.324,6.3236,6.3243,6.2845,0.01%
10/8/2012,6.2878,6.2841,6.2878,6.2812,-0.57%
10/9/2012,6.2878,6.2874,6.2895,6.2843,0.00%
10/10/2012,6.2833,6.2873,6.2897,6.2828,-0.07%
10/11/2012,6.277,6.2833,6.2833,6.2756,-0.10%
10/12/2012,6.2672,6.2768,6.2768,6.2637,-0.16%
10/15/2012,6.2704,6.267,6.2705,6.2575,0.05%
10/16/2012,6.2638,6.2701,6.2754,6.2613,-0.11%
10/17/2012,6.2545,6.2637,6.2637,6.252,-0.15%
10/18/2012,6.2503,6.2537,6.2569,6.2444,-0.07%
10/19/2012,6.2538,6.2497,6.2544,6.2478,0.06%
